Time,Sym,C/P,Exp,Strike,Spot,BidAsk,Orders,Vol,Prems,OI,Diff(%),ITM
11/19/2021 11:02,TDOC,Call,12/23/2021,123,122.36,5.97,5,433,259.80K,21,0.65,0
11/19/2021 11:00,COIN,Call,2/18/2022,440,334.73,12.45,5,840,1.08M,140,31.7,0
11/19/2021 10:56,XPDI,Call,12/17/2021,15,13.61,1.1,5,2.00K,221.20K,7.34K,10.17,0
11/19/2021 10:29,PTON,Call,11/26/2021,50,49.78,1.63,5,1.54K,227.15K,2.20K,1.44,0
11/19/2021 10:21,DISCA,Put,6/17/2022,25,26.08,3.2,9,1.82K,585.22K,13.84K,4.3,1
11/19/2021 10:21,DISCA,Put,6/17/2022,22.5,26.08,2.02,7,1.62K,327.85K,22.29K,15.89,1
11/19/2021 10:16,XLNX,Call,1/21/2022,230,220.9,23.55,5,784,1.85M,338,4.29,1
11/19/2021 10:14,FTCH,Call,1/20/2023,50,39.15,5.23,10,624,340.38K,951,27.7,0
11/19/2021 10:10,UPS,Call,11/26/2021,215,208.91,0.7,6,2.95K,217.90K,555,2.91,1
11/19/2021 10:01,UAL,Call,12/17/2021,46,45.33,2,7,3.24K,668.88K,4.34K,1.03,1
11/19/2021 10:01,PDD,Call,1/20/2023,95,84.1,16.15,5,266,446.49K,997,12.06,0
11/19/2021 9:59,TTD,Call,12/3/2021,115,109.94,3.15,6,1.02K,291.77K,960,5.21,0
11/19/2021 9:59,TSM,Call,12/17/2021,130,124.56,2.2,6,1.17K,249.63K,11.81K,4.53,1
11/19/2021 9:53,NKE,Call,12/17/2021,175,174.68,4.67,6,612,249.62K,10.05K,0.95,1
11/19/2021 9:49,AMAT,Call,6/17/2022,160,151.6,13.15,5,400,537.75K,661,5.48,1
11/19/2021 9:40,BABA,Put,12/17/2021,140,144.41,5.55,11,1.63K,905.77K,8.78K,3.24,1
11/19/2021 9:39,PVH,Put,12/17/2021,115,117.83,5.1,14,2.37K,1.12M,139,2.62,1
11/19/2021 9:33,LMND,Call,12/17/2021,55,54.25,3.75,5,541,204.03K,918,1.87,1
11/19/2021 9:30,AMZN,Call,11/19/2021,3750,3722.12,15.47,19,2.29K,3.76M,4.07K,0.86,1
11/18/2021 15:59,AAL,Put,1/20/2023,15,19.39,1.64,10,3.81K,636.70K,38.10K,29.11,1
11/18/2021 15:24,ASO,Call,12/17/2021,50,49.47,3.15,5,870,276.65K,13.52K,1.1,1
11/18/2021 15:20,BAC,Put,1/19/2024,40,46.47,4.75,10,2.03K,984.57K,2.88K,16.18,0
11/18/2021 14:57,CCJ,Call,3/18/2022,33,26.58,1.86,5,844,156.14K,16.42K,24.17,0
11/18/2021 14:24,RSKD,Call,3/18/2022,12.5,11.14,2,5,1.80K,377.60K,101,13.23,0
11/18/2021 14:24,XP,Put,5/20/2022,28,29.25,3.6,5,557,203.98K,30,4.63,1
11/18/2021 13:59,SHOP,Call,11/19/2021,1700,1676.4,10.75,7,545,414.71K,1.55K,2.36,1
11/18/2021 13:37,TTD,Put,6/17/2022,88,105.59,9.95,5,345,345.42K,385,19.94,1
11/18/2021 13:11,MDT,Put,1/20/2023,95,117.31,4.43,5,492,225.14K,265,23.44,0
11/18/2021 12:57,CZR,Call,3/18/2022,110,98.06,6.55,5,554,365.11K,2.93K,12.18,0
11/18/2021 12:47,GPS,Put,12/3/2021,24,24.84,1.16,5,2.53K,290.74K,116,3.66,1
11/18/2021 12:44,BILI,Call,1/21/2022,75,66.63,4.35,8,724,342.64K,1.25K,11.24,0
11/18/2021 12:39,MRK,Put,1/21/2022,80,82.54,2.29,5,722,167.02K,5.25K,3.14,1
11/18/2021 12:06,SWKS,Put,1/21/2022,155,163.18,4.15,15,1.51K,633.20K,1.82K,5.32,1
11/18/2021 12:04,IAA,Call,3/18/2022,55,52.17,4.55,6,1.25K,554.18K,10.21K,5.39,0
11/18/2021 12:04,DOCU,Put,12/3/2021,265,266.14,11.17,6,445,497.26K,4.07K,0.44,1
11/18/2021 12:03,DOCU,Put,12/3/2021,260,266.17,8.97,5,376,337.58K,4.79K,2.37,1
11/18/2021 11:56,AFRM,Call,2/18/2022,150,147.23,22.75,21,2.68K,6.13M,12.74K,1.99,0
11/18/2021 11:53,RNG,Call,11/26/2021,250,243.24,4,5,432,172.82K,20,2.87,0
11/18/2021 11:43,GME,Call,12/17/2021,510,210.74,2.86,5,444,134.28K,759,139.72,0
11/18/2021 11:42,GREE,Put,12/17/2021,20,21.53,1.82,5,898,166.67K,1.94K,7.77,1
11/18/2021 11:35,IAA,Call,12/16/2022,55,52.17,8,10,3.37K,3.04M,6.05K,5.67,0
11/18/2021 11:19,TWTR,Put,6/17/2022,40,49.42,2.45,6,916,223.45K,3.51K,23.49,1
11/18/2021 10:58,CVX,Put,6/17/2022,87.5,114.25,1.69,5,826,142.15K,3.98K,30.64,0
11/18/2021 10:50,WDAY,Put,1/20/2023,210,298.27,9.47,10,689,657.25K,7.63K,42.07,0
11/18/2021 10:47,CLF,Put,1/21/2022,18,21.17,0.72,5,2.50K,181.98K,10.72K,17.58,1
11/18/2021 10:46,C,Put,4/14/2022,65,66.49,3.75,9,1.12K,425.22K,1.54K,2.3,1
11/18/2021 10:46,OPEN,Put,1/20/2023,12.5,20.83,1.88,5,1.01K,197.89K,4.82K,66.5,1
11/18/2021 10:42,LYV,Call,12/15/2023,150,113.09,17.8,5,464,825.92K,476,32.64,0
11/18/2021 10:36,MU,Call,12/17/2021,80,76.43,1.46,5,1.96K,324.51K,27.36K,4.05,1
11/18/2021 10:13,FTCH,Call,11/19/2021,45,44.33,1.88,5,1.70K,352.72K,15.12K,0.98,1
11/18/2021 10:07,XPEV,Call,11/26/2021,48,47.74,2.7,6,1.39K,374.56K,1.34K,0.69,1
11/18/2021 10:01,V,Call,6/17/2022,230,204.08,7.78,9,985,778.99K,5.96K,12.69,1
11/18/2021 10:00,WFC,Call,1/20/2023,50,49.62,6.08,8,2.50K,1.50M,65.97K,0.74,1
11/18/2021 9:54,AMC,Call,3/18/2022,47,41.4,9.52,15,6.60K,6.29M,13.97K,13.49,0
11/18/2021 9:41,AAPL,Call,12/17/2021,155,153.99,3.52,5,808,272.66K,64.67K,0.79,1
11/18/2021 9:35,F,Call,1/21/2022,20,19.99,1.61,13,9.68K,1.52M,199.93K,0.42,1
11/18/2021 9:32,LCID,Call,11/19/2021,50,48.12,0.95,8,6.78K,677.53K,23.47K,3.94,1
11/18/2021 9:32,AMZN,Call,11/19/2021,3650,3575.78,8.3,7,540,422.69K,3.76K,2.17,1
11/17/2021 15:55,MRVL,Call,1/21/2022,75,73.73,4.08,6,405,168.81K,4.14K,1.67,1
11/17/2021 15:35,BBY,Put,1/21/2022,130,133.34,6.32,5,1.93K,1.23M,247,2.54,1
11/17/2021 15:13,PAGS,Call,3/18/2022,35,32.33,3.45,11,2.59K,922.04K,189,8.43,0
11/17/2021 14:29,DDOG,Call,1/21/2022,200,190.37,10.5,5,417,489.61K,563,3.76,0
11/17/2021 14:16,ABBV,Call,12/17/2021,120,117.21,1.47,6,2.41K,347.62K,7.93K,2.36,1
11/17/2021 14:12,SNAP,Put,6/17/2022,45,54.44,4.08,7,637,260.73K,7.22K,20.99,1
11/17/2021 14:09,TBT,Call,6/17/2022,18,17.77,1.73,5,4.80K,870.11K,4.47K,0.96,1
11/17/2021 13:52,BITF,Call,5/20/2022,15,8.55,2.51,5,1.35K,340.46K,16.13K,76.54,0
11/17/2021 13:46,DASH,Call,11/19/2021,232.5,230.74,3.03,6,1.35K,451.38K,327,0.86,1
11/17/2021 13:40,ONON,Call,1/21/2022,55,52.95,6.55,5,1.26K,576.88K,98,10.06,0
11/17/2021 12:57,FCX,Call,12/17/2021,42,39.44,1.14,5,1.92K,268.30K,16.21K,4.87,1
11/17/2021 12:24,U,Call,1/21/2022,200,192.17,13.75,5,1.29K,1.84M,4.29K,3.62,1
11/17/2021 11:54,BSX,Put,1/19/2024,35,41.81,3.28,5,933,335.88K,0,19.4,0
11/17/2021 11:52,COIN,Call,1/21/2022,400,343.15,15.35,8,737,1.11M,6.87K,16.74,0
11/17/2021 11:32,FCEL,Call,4/14/2022,12,10.43,2.18,6,1.27K,285.07K,2.32K,14.13,0
11/17/2021 11:10,ZIM,Call,12/17/2021,60,50.58,1.42,5,2.09K,327.02K,18.29K,17.11,1
11/17/2021 11:07,BLNK,Call,11/26/2021,50,48.43,2.62,5,1.03K,235.90K,753,4.24,0
11/17/2021 10:49,VSCO,Call,11/19/2021,55,52.32,2.03,5,1.22K,251.91K,1.19K,5.12,1
11/17/2021 10:46,ABNB,Call,12/3/2021,220,206.75,3.28,8,800,283.50K,3.61K,6.05,0
11/17/2021 10:27,MU,Put,2/18/2022,75,75.97,5.1,5,799,406.50K,1.15K,1.39,0
11/17/2021 10:26,GM,Call,11/26/2021,64,63.71,1.38,8,4.28K,508.14K,4.19K,0.97,1
11/17/2021 10:20,UPST,Call,11/19/2021,250,240.07,2.68,5,474,215.42K,1.44K,2.46,0
11/17/2021 10:18,CZR,Call,3/18/2022,110,100.99,7.82,5,444,345.17K,2.69K,8.95,0
11/17/2021 10:11,HLT,Call,5/20/2022,145,140.84,12.5,8,5.30K,6.97M,0,3.09,1
11/17/2021 10:06,BIDU,Put,1/21/2022,160,163.95,8.98,10,3.92K,3.44M,43.60K,2.84,1
11/17/2021 9:58,NVAX,Call,12/17/2021,240,179.17,5.12,6,1.14K,540.83K,2.30K,35.03,1
11/17/2021 9:56,RLX,Call,1/21/2022,5,4.93,1.15,5,2.24K,256.04K,32.83K,2.57,1
11/17/2021 9:54,OPEN,Call,1/20/2023,25,21.93,5.6,6,348,198.62K,9.80K,13.73,0
11/17/2021 9:52,ESTC,Call,5/20/2022,260,187.74,5.85,8,554,327.00K,104,38.49,0
11/17/2021 9:51,IONQ,Call,12/17/2021,35,27.15,3.15,5,764,235.44K,2.67K,27.35,1
11/17/2021 9:47,UBER,Call,1/21/2022,50,45.3,1.63,5,1.37K,231.89K,135.25K,10.12,0
11/17/2021 9:46,SONO,Call,12/17/2021,35,34.81,3.01,6,631,188.89K,6.05K,0.68,1
11/17/2021 9:43,QCOM,Call,11/19/2021,185,184.65,3.52,21,2.58K,775.78K,6.15K,0.91,1
11/17/2021 9:42,AAPL,Call,11/19/2021,152.5,152.35,0.96,19,7.66K,634.87K,57.05K,0.32,1
11/17/2021 9:42,AFRM,Call,11/19/2021,160,157.83,3.85,5,508,201.99K,7.28K,1.2,0
11/17/2021 9:37,AMZN,Call,11/19/2021,3600,3567.19,21.35,18,2.47K,5.64M,6.96K,0.84,1
11/17/2021 9:34,HD,Call,11/19/2021,400,398.71,2.79,5,761,158.06K,3.20K,0.99,1
11/17/2021 9:33,HUT,Call,12/3/2021,14,13.64,1.48,5,1.10K,167.14K,3.55K,2.64,0
11/17/2021 9:30,NFLX,Call,11/19/2021,700,691.82,5.65,5,1.21K,607.88K,7.47K,1.28,0
11/16/2021 15:55,UNH,Call,11/26/2021,452.5,450.83,4.17,5,395,165.90K,16,0.37,1
11/16/2021 15:32,DHI,Call,1/21/2022,105,99.35,2.71,6,2.46K,666.04K,701,5.95,1
11/16/2021 14:58,PAGS,Call,6/17/2022,40,35.38,4.3,5,472,216.28K,15.40K,11.49,0
11/16/2021 14:53,TWTR,Put,6/17/2022,50,52.13,5.38,5,1.06K,573.48K,13.80K,4.28,1
11/16/2021 14:51,CTXS,Call,3/18/2022,100,88.43,3.02,5,606,199.98K,8.25K,13.04,1
11/16/2021 14:41,JWN,Call,12/17/2021,35,33.58,2.11,5,1.39K,286.77K,2.74K,4.49,1
11/16/2021 14:15,X,Put,1/20/2023,22,25.42,3.93,5,553,218.44K,9.91K,15.68,1
11/16/2021 14:08,CCL,Call,4/14/2022,25,21.58,1.68,9,3.31K,553.49K,2.17K,15.92,0
11/16/2021 13:46,SNAP,Put,6/17/2022,50,54.41,6.17,26,1.73K,1.07M,16.62K,8.82,1
11/16/2021 13:40,CROX,Call,1/20/2023,230,181.76,23.1,5,438,1.02M,17,26.4,0
11/16/2021 13:30,DOCU,Put,12/3/2021,265,266.33,11.65,17,2.45K,2.89M,57,0.52,1
11/16/2021 13:05,VIAC,Call,1/20/2023,40,35.47,3.53,5,829,299.54K,17.61K,12.79,0
11/16/2021 12:41,TTM,Call,4/14/2022,35,34.77,4.55,5,520,237.00K,2.54K,0.94,1
11/16/2021 12:36,DCRC,Put,2/18/2022,12.5,13.49,3.4,5,642,218.28K,354,7.96,1
11/16/2021 12:25,M,Call,11/26/2021,35,32.04,0.94,5,2.54K,223.59K,1.09K,9.8,1
11/16/2021 12:07,XPEV,Call,1/20/2023,100,49.58,4.28,19,1.86K,786.01K,2.18K,101.98,0
11/16/2021 12:07,MA,Put,12/17/2021,345,365.14,4.2,8,1.91K,804.33K,2.90K,5.87,1
11/16/2021 12:05,LEN,Call,12/10/2021,109,108.64,3.1,5,1.00K,318.50K,15,0.3,1
11/16/2021 11:53,PINS,Call,2/18/2022,50,48.85,4.9,6,611,298.04K,3.21K,2.64,0
11/16/2021 11:27,BEKE,Call,12/17/2021,25,24.44,1.95,6,2.86K,586.80K,9.02K,1.58,0
11/16/2021 11:25,IONQ,Call,12/17/2021,22.5,22.18,3.05,5,490,152.28K,870,1.59,1
11/16/2021 11:23,IAA,Call,3/18/2022,60,53.94,3.25,5,635,211.16K,2.21K,11.3,0
11/16/2021 11:15,DOCU,Put,12/3/2021,260,265.89,9.57,7,1.86K,1.80M,678,2.21,1
11/16/2021 11:13,HLT,Call,1/20/2023,150,142.9,16.6,5,3.15K,5.09M,155,5.92,1
11/16/2021 11:10,PLTR,Call,2/18/2022,25,22.72,1.58,5,1.00K,158.60K,22.68K,10.03,0
11/16/2021 11:04,BMBL,Call,4/14/2022,40,37.99,5.05,5,295,150.62K,739,5.28,0
11/16/2021 11:01,RUN,Put,12/17/2021,50,56.12,1.85,5,3.73K,645.56K,1.02K,12.52,1
11/16/2021 10:54,C,Put,6/17/2022,65,67.4,4.42,5,711,316.39K,29.21K,3.69,1
11/16/2021 10:48,SNAP,Call,1/21/2022,55,54.57,4.27,9,9.72K,4.13M,16.07K,1.02,1
11/16/2021 10:39,XPEV,Call,12/10/2021,50,49.65,3.83,6,1.18K,413.50K,115,2.28,1
11/16/2021 10:34,MRK,Call,11/26/2021,87,84.48,0.53,7,5.72K,282.15K,388,3.03,0
11/16/2021 10:34,GRPN,Put,4/14/2022,20,26.32,1.64,6,1.37K,232.70K,54,31.06,1
11/16/2021 10:27,OPEN,Call,1/20/2023,25,21.12,5.15,6,300,156.75K,6.37K,18.36,0
11/16/2021 10:25,VIAC,Put,1/19/2024,35,35.4,6.88,5,380,267.86K,5.71K,1.02,1
11/16/2021 10:12,UAL,Call,11/19/2021,50,49.34,0.63,5,2.90K,214.99K,11.08K,0.86,0
11/16/2021 10:12,COP,Call,5/20/2022,85,72.9,2.81,5,718,204.15K,1.65K,16.55,1
11/16/2021 10:11,MRK,Put,12/3/2021,84,84.31,1.69,5,1.20K,206.70K,243,0.34,1
11/16/2021 10:11,U,Call,12/17/2021,220,194.02,5.05,7,630,283.37K,3.67K,14.65,0
11/16/2021 9:58,COIN,Call,1/21/2022,400,339.84,15.5,6,462,719.40K,7.29K,17.68,0
11/16/2021 9:54,BITF,Call,5/20/2022,15,8.31,2.25,5,1.68K,371.45K,1.27K,79.52,0
11/16/2021 9:54,FDX,Call,12/17/2021,260,253.86,7.23,6,328,237.87K,3.30K,2.4,1
11/16/2021 9:51,ASTS,Call,2/18/2022,25,12.35,0.38,5,3.25K,161.40K,4.65K,104.05,0
11/16/2021 9:50,PROG,Call,11/19/2021,4.5,4.29,0.53,6,6.30K,310.46K,24.33K,6.44,1
11/16/2021 9:49,RBLX,Call,11/26/2021,110,106.96,4.9,17,1.99K,889.02K,6.69K,3.34,1
11/16/2021 9:46,HUT,Call,4/14/2022,30,14,2.42,11,2.69K,641.93K,36,114.69,0
11/16/2021 9:46,HD,Call,11/19/2021,385,383.68,3.93,7,951,382.67K,1.36K,0.39,1
11/16/2021 9:45,AAPL,Call,1/20/2023,200,150.15,4.97,8,823,411.50K,36.32K,33.27,0
11/16/2021 9:42,WMT,Call,12/23/2021,150,145.63,1.71,7,5.00K,852.33K,217,2.96,0
11/16/2021 9:42,INTC,Call,12/3/2021,52.5,51.06,0.5,8,5.46K,262.58K,78,2.89,1
11/16/2021 9:40,DASH,Call,11/19/2021,245,239.63,3.38,6,1.11K,422.62K,3.57K,2.1,0
11/16/2021 9:39,MARA,Call,11/19/2021,55,54.42,3.25,10,1.63K,496.95K,1.48K,2.31,1
11/16/2021 9:37,QQQ,Put,12/17/2021,395,395.97,8.29,11,2.27K,1.89M,5.77K,0.24,1
11/16/2021 9:34,RIOT,Call,12/17/2021,45,36.93,3.7,5,628,225.60K,4.88K,23.86,0
11/16/2021 9:33,NVDA,Call,11/19/2021,302.5,299.47,8.05,9,1.56K,1.26M,3.09K,1.09,1
11/16/2021 9:32,AMD,Call,11/26/2021,155,146.37,1.56,6,2.47K,377.51K,6.09K,6.04,1
11/16/2021 9:31,CRWD,Call,11/26/2021,260,255.36,5.78,5,992,572.58K,449,1.82,1
11/16/2021 9:30,LCID,Call,11/19/2021,50,48.96,2.31,5,987,232.62K,20.16K,2.19,1
11/16/2021 9:30,BA,Call,11/19/2021,235,232.21,2.51,5,925,225.35K,13.27K,1.26,0
11/15/2021 15:51,ZI,Put,1/21/2022,70,75.04,3.25,5,714,239.76K,211,7.27,1
11/15/2021 15:16,TXN,Call,1/21/2022,190,189.34,7.15,8,893,643.32K,5.62K,0.38,1
11/15/2021 15:15,IONQ,Call,1/21/2022,25,19.44,2.28,5,1.00K,238.40K,1.61K,28.24,1
11/15/2021 15:05,LYV,Call,3/18/2022,120,116.22,11.35,6,1.57K,1.82M,0,3.16,1
11/15/2021 14:43,ATAI,Put,12/17/2021,12.5,12.53,1.38,13,5.64K,801.77K,118,0.23,1
11/15/2021 14:37,GM,Call,12/17/2021,65,62.92,2.01,12,4.10K,838.71K,35.24K,3.24,1
11/15/2021 14:18,X,Call,1/20/2023,35,25.8,3.38,5,1.21K,412.08K,15.11K,36.29,0
11/15/2021 14:03,T,Put,1/21/2022,24,24.78,0.79,5,6.34K,489.13K,44.10K,3.34,1
11/15/2021 13:52,CTRN,Call,12/17/2021,95,87.04,3.3,5,712,247.70K,11,9.15,1
11/15/2021 13:42,AUPH,Put,12/17/2021,25,27.39,3.2,5,661,200.11K,2.55K,10.12,1
11/15/2021 13:39,XOM,Call,1/20/2023,70,64.75,4.4,5,797,338.46K,11.80K,8.92,1
11/15/2021 13:37,UBER,Put,9/16/2022,42.5,44.12,6.1,13,1.57K,955.82K,1.02K,3.97,1
11/15/2021 13:23,ZIM,Put,1/19/2024,25,49.07,4.5,5,500,244.00K,500,96.35,0
11/15/2021 13:12,CCXI,Call,5/20/2022,45,39.66,8.1,5,519,439.27K,28,13.37,0
11/15/2021 13:09,HAL,Put,1/20/2023,22,23.58,3.47,8,1.35K,484.56K,4.06K,7.2,1
11/15/2021 13:08,BLNK,Call,11/19/2021,44,42.73,1.47,5,924,147.94K,3.37K,2.85,1
11/15/2021 12:51,LUMN,Call,4/14/2022,15,14.09,0.85,5,1.77K,150.76K,7.19K,6.5,0
11/15/2021 12:45,ISRG,Call,1/21/2022,400,352.92,2.73,5,623,197.37K,3.54K,13.11,0
11/15/2021 12:29,AMT,Put,6/17/2022,220,260.82,6.9,5,369,245.86K,869,19.06,0
11/15/2021 12:10,DAL,Call,1/21/2022,43,42.19,2.31,6,1.27K,299.42K,8.15K,1.73,0
11/15/2021 12:01,HYRE,Call,12/17/2021,7.5,6.47,0.83,5,2.33K,198.40K,2.07K,15.96,0
11/15/2021 11:46,LMND,Put,3/18/2022,60,61.99,9.25,5,1.00K,926.40K,502,3.68,1
11/15/2021 11:42,PWR,Call,5/20/2022,120,118.15,10.85,5,550,603.65K,9.56K,1.35,1
11/15/2021 11:38,BAC,Put,6/17/2022,40,47.21,1.52,5,1.11K,170.94K,9.90K,18.01,0
11/15/2021 11:31,UBER,Call,1/21/2022,50,44.12,1.34,6,1.98K,275.74K,135.02K,12.86,0
11/15/2021 11:26,REV,Call,11/19/2021,15,14.08,0.33,5,5.20K,216.81K,6.35K,4.9,0
11/15/2021 11:10,CLF,Call,4/14/2022,22,21.65,3.1,5,1.11K,343.78K,4.69K,1.65,1
11/15/2021 11:04,AFRM,Call,2/18/2022,150,148.04,23.05,12,2.05K,4.77M,7.38K,1.32,1
11/15/2021 11:04,VIAC,Call,1/20/2023,37,35.94,4.75,5,300,141.00K,8.07K,2.88,1
11/15/2021 10:45,BILI,Call,11/19/2021,86,85.81,3.83,5,635,250.82K,0,0.24,1
11/15/2021 10:45,M,Call,11/19/2021,31,30.92,1.59,5,2.76K,441.12K,2.58K,0.32,1
11/15/2021 10:45,PG,Call,12/17/2021,150,147.55,1.69,5,1.16K,193.51K,12.93K,1.67,1
11/15/2021 10:40,BIDU,Call,12/17/2021,180,168.9,4.85,5,531,290.36K,2.72K,5.63,0
11/15/2021 10:39,F,Call,12/3/2021,20,19.43,0.53,5,2.50K,134.19K,10.89K,2.85,1
11/15/2021 10:38,PG,Call,11/26/2021,150,147.44,0.66,6,3.24K,200.75K,9.02K,1.81,1
11/15/2021 10:33,ALK,Call,4/14/2022,70,56.08,1.45,6,1.63K,267.74K,3.15K,24.68,0
11/15/2021 10:11,MTTR,Call,12/17/2021,30,25.55,1.6,5,1.35K,177.03K,4.68K,20.82,1
11/15/2021 10:09,MTCH,Put,12/17/2021,145,148.14,5.53,8,1.41K,796.25K,774,2.26,1
11/15/2021 10:09,AAL,Call,2/18/2022,22,20.42,1.36,5,5.04K,693.49K,18.04K,7.64,0
11/15/2021 10:06,FCX,Call,1/21/2022,45,40.81,1.79,6,1.15K,207.52K,28.08K,10.4,1
11/15/2021 9:58,CSCO,Call,6/17/2022,60,57.08,2.89,5,500,142.60K,11.62K,5.23,1
11/15/2021 9:58,XPEV,Call,1/20/2023,80,48.85,5.75,7,779,457.94K,2.56K,64.49,0
11/15/2021 9:48,UAL,Call,12/3/2021,52,50.44,1.27,7,1.75K,214.02K,352,3.23,0
11/15/2021 9:44,RBLX,Call,12/17/2021,110,107.61,8.53,13,787,642.50K,3.74K,3.06,1
11/15/2021 9:39,BA,Call,11/19/2021,230,229.48,3.88,29,4.22K,1.65M,18.60K,0.41,1
11/15/2021 9:31,U,Call,12/17/2021,220,198.76,6.15,5,491,307.41K,3.69K,10.96,0
11/12/2021 15:59,RUN,Call,1/21/2022,70,58.72,2.95,5,1.27K,415.23K,8.15K,18.1,0
11/12/2021 15:33,HYRE,Call,12/17/2021,10,7.22,0.62,5,2.53K,151.02K,1.51K,40.94,0
11/12/2021 15:33,AMAT,Call,1/21/2022,170,157.21,5.35,12,2.38K,1.25M,3.19K,8.22,0
11/12/2021 15:31,FSLY,Put,1/21/2022,50,50.42,4.95,5,441,222.77K,4.25K,0.51,1
11/12/2021 15:17,NEE,Call,6/17/2022,90,86.28,4,5,375,150.00K,3.81K,4.29,1
11/12/2021 15:07,S,Call,12/17/2021,80,77.11,5.75,5,326,177.73K,1.03K,4.71,0
11/12/2021 15:00,BBWI,Call,2/18/2022,80,74.22,4.6,6,845,400.86K,42,7.83,1
11/12/2021 14:51,UBER,Call,11/19/2021,45,44.71,1.13,19,12.34K,1.11M,42.09K,1.71,1
11/12/2021 14:45,MGM,Call,1/21/2022,45,44.9,3.02,7,716,219.41K,4.04K,0.14,1
11/12/2021 14:14,MGNI,Call,1/21/2022,22.5,22.49,2.52,7,1.42K,359.03K,1.97K,0.06,1
11/12/2021 14:06,TPX,Call,1/21/2022,47.5,45.17,1.68,5,3.53K,580.80K,864,5.24,1
11/12/2021 14:02,ROKU,Call,12/3/2021,300,274.27,3.73,6,734,265.36K,1.96K,9.49,0
11/12/2021 13:55,CPE,Put,1/20/2023,35,61.52,6.45,5,625,411.25K,1.61K,76.03,0
11/12/2021 13:51,WMT,Call,12/17/2021,155,148.15,1.5,7,4.71K,693.39K,14.90K,4.39,0
11/12/2021 13:07,CZR,Call,1/21/2022,110,105.57,6.5,5,440,272.51K,753,4.95,0
11/12/2021 12:51,DISCA,Put,6/17/2022,25,28.03,2.57,5,589,152.44K,16.20K,12.14,1
11/12/2021 12:40,XOM,Put,1/20/2023,50,63.76,3.08,7,1.06K,331.61K,7.78K,27.69,0
11/12/2021 12:31,TGT,Call,12/17/2021,270,261.39,5.8,6,410,238.85K,3.04K,3.33,1
11/12/2021 12:00,BBY,Call,12/17/2021,140,136.29,4.33,5,1.28K,531.53K,16.13K,3.16,1
11/12/2021 11:45,FTCH,Call,11/19/2021,50,46.65,1.55,5,1.67K,223.76K,1.57K,8.47,0
11/12/2021 11:28,TTD,Call,11/19/2021,100,99.53,3.15,11,3.98K,955.61K,8.14K,2.71,1
11/12/2021 11:21,EEM,Call,2/18/2022,56,51.99,0.39,6,47.89K,2.09M,5.17K,7.73,0
11/12/2021 11:04,VEEV,Put,6/17/2022,220,317.6,4.05,5,341,140.48K,733,44.25,1
11/12/2021 10:51,IWM,Put,11/19/2021,237,239.14,1.64,6,9.70K,1.63M,7.50K,0.85,1
11/12/2021 10:35,SNAP,Call,2/18/2022,55,53.13,5.23,6,2.01K,1.09M,37.27K,2.95,1
11/12/2021 10:35,SPY,Call,12/17/2021,472,464.29,3.51,37,68.05K,24.21M,9.82K,1.68,1
11/12/2021 10:18,FCX,Call,1/21/2022,43,41.58,2.83,8,961,273.01K,10.16K,3.43,1
11/12/2021 10:02,AA,Call,12/17/2021,55,52.38,2.6,6,1.42K,364.32K,6.10K,5.17,1
11/12/2021 10:01,MP,Call,12/17/2021,50,45.62,2.45,5,855,197.37K,5.04K,9.7,1
11/12/2021 10:00,QCOM,Call,1/21/2022,180,164.69,3.6,19,2.19K,811.19K,9.90K,9.2,1
11/12/2021 9:52,AFRM,Call,2/18/2022,150,146.32,21,27,3.12K,6.46M,804,2.82,1
11/12/2021 9:52,MS,Call,12/17/2021,100,98.85,2.63,5,1.00K,263.60K,5.28K,1.16,1
11/12/2021 9:49,CZR,Call,12/3/2021,105,104.78,4.45,5,484,215.87K,15,0.28,1
11/12/2021 9:45,DKNG,Put,1/21/2022,40,41.19,3.15,5,4.00K,1.28M,57.31K,3.03,1
11/12/2021 9:42,XPEV,Call,11/19/2021,50,49.1,1.72,5,2.27K,402.57K,10.12K,1.62,1
11/12/2021 9:40,BGFV,Call,11/19/2021,60,47.01,4.5,7,795,359.28K,8.93K,29.38,0
11/12/2021 9:39,TSM,Call,4/14/2022,125,117.76,5.83,5,548,329.08K,1.93K,5.83,1
11/12/2021 9:36,JNJ,Call,1/21/2022,170,166.34,2.95,5,2.47K,768.11K,7.07K,2.29,1
11/12/2021 9:33,NIO,Call,1/21/2022,45,43.2,3.8,6,3.65K,1.38M,33.79K,4.36,0
11/11/2021 15:47,RUN,Call,2/18/2022,60,58.09,6.85,9,634,437.58K,1.97K,3.34,0
11/11/2021 15:30,RH,Put,11/19/2021,610,636.38,4.6,5,400,184.00K,625,4.31,1
11/11/2021 15:21,STX,Call,12/17/2021,110,106.67,3.75,5,624,232.90K,1.52K,3.14,1
11/11/2021 14:37,GME,Call,12/17/2021,300,205.7,7.53,10,772,603.18K,1.77K,45.57,0
11/11/2021 14:02,BGFV,Call,11/19/2021,50,42.13,2.98,6,1.22K,371.40K,2.13K,19.11,0
11/11/2021 14:01,AMRS,Call,1/20/2023,10,7.76,2,6,1.88K,395.38K,4.49K,29.13,0
11/11/2021 13:28,IBM,Put,6/17/2022,120,120.85,8.9,5,513,460.63K,39,0.64,1
11/11/2021 13:25,PCT,Call,5/20/2022,10,9.64,2.7,5,1.74K,450.23K,91,5.59,1
